plot,tree_no,YST,DBH,HT,DBH+1,HT+1,DBH+2,HT+2,DBH+3,HT+3,DBH+4,HT+4,DBH+5,HT+5
1,2853,24,9.91103003916803,68.5203434,9.917,69.374,9.924,70.191,9.931,70.975,9.937,71.728,9.942,72.452
1,2787,24,9.66300668913727,68.44160324,9.665,69.201,9.668,69.929,9.671,70.627,9.674,71.297,9.676,71.942
1,2726,24,10.4576866324098,68.7992148,10.46,69.554,10.463,70.277,10.466,70.971,10.469,71.638,10.471,72.277
1,2670,24,10.1199266829403,68.64829616,10.121,69.349,10.123,70.021,10.125,70.666,10.126,71.285,10.127,71.881
1,2602,24,9.67996665892499,67.19816488,9.681,67.876,9.682,68.524,9.683,69.146,9.684,69.742,9.685,70.315
1,2364,24,10.6870466222857,67.59514652,10.689,68.341,10.692,69.056,10.695,69.74,10.697,70.397,10.699,71.03
1,2301,24,9.12839668348379,64.96391283999999,9.129,65.633,9.13,66.274,9.131,66.889,9.132,67.48,9.133,68.049
1,2232,24,10.3972833589476,69.88517284,10.399,70.608,10.401,71.3,10.403,71.965,10.405,72.604,10.407,73.219
1,2179,24,9.71987665168883,65.89895224,9.721,66.609,9.723,67.29,9.725,67.943,9.727,68.571,9.728,69.175
1,2115,24,9.8257333353042,69.24868988,9.827,69.971,9.829,70.663,9.831,71.327,9.833,71.965,9.835,72.579
1,2051,24,9.72396335546913,70.23950356,9.726,70.962,9.728,71.654,9.73,72.318,9.732,72.954,9.734,73.566
1,1985,24,10.3896966812965,74.07808636,10.392,74.845,10.395,75.579,10.398,76.283,10.401,76.957,10.403,77.605
1,1939,24,9.6580566574005,74.28477928,9.66,75.015,9.662,75.715,9.664,76.386,9.666,77.031,9.668,77.651
1,1864,24,9.59721333817376,70.56102588,9.6,71.317,9.603,72.041,9.606,72.736,9.609,73.403,9.611,74.044
1,1804,24,10.0895866908648,69.60630144000001,10.094,70.419,10.099,71.197,10.104,71.944,10.108,72.661,10.112,73.348
1,1702,24,10.2550366881623,68.63845364,10.263,69.539,10.273,70.401,10.283,71.228,10.291,72.022,10.298,72.786
1,1643,24,10.4099433558847,72.014438,10.421,72.969,10.435,73.883,10.449,74.759,10.461,75.6,10.471,76.409
1,1585,24,9.85768335106177,70.5052516,9.874,71.532,9.894,72.515,9.914,73.458,9.932,74.363,9.947,75.233
1,3161,24,11.439510004396,64.97047452,11.478,66.166,11.526,67.313,11.575,68.415,11.617,69.475,11.654,70.496
1,3059,24,9.74848667269214,63.78609128,9.753,64.602,9.758,65.384,9.763,66.134,9.768,66.854,9.772,67.547
1,3014,24,9.64896002546043,64.26837476,9.651,65.016,9.654,65.729,9.657,66.414,9.659,67.072,9.661,67.705
1,2961,24,10.2460666618238,72.57546164,10.248,73.309,10.25,74.012,10.252,74.686,10.254,75.333,10.256,75.956
1,2903,24,9.6643466507889,69.69816496,9.666,70.389,9.667,71.051,9.668,71.686,9.669,72.296,9.67,72.883
1,2837,24,9.27027334904553,69.9475088,9.271,70.606,9.272,71.237,9.273,71.843,9.274,72.425,9.275,72.985
1,2781,24,9.70116338117243,69.54396548,9.702,70.219,9.703,70.866,9.704,71.487,9.705,72.084,9.706,72.658
1,2721,24,10.2270499885444,70.96785004,10.229,71.694,10.231,72.39,10.233,73.058,10.235,73.7,10.237,74.318
1,2603,24,10.78383996771,70.45931983999999,10.787,71.252,10.791,72.012,10.795,72.741,10.799,73.442,10.802,74.116
1,2541,24,9.9508633475431,67.73622264000001,9.954,68.516,9.958,69.263,9.962,69.98,9.965,70.666,9.968,71.326
